code,region,authority,fye,maintenance_pct,year,local_authority_name,link_length_km,road_length_miles,cars_and_taxis,total_traffic,traffic_intensity,year_n,intensity_n,intensity_group,region_East of England,region_London,region_North East,region_North West,region_South East,region_South West,region_West Midlands,region_Yorkshire and the Humber
E10000007,East Midlands,Derbyshire,FYE 2017,2.0,2017,Derbyshire,5651,3511,4113700000.0,5274400000.0,1502250.071204785,0.9960493827160494,0.430038661319826,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E06000016,East Midlands,Leicester,FYE 2017,4.0,2017,Leicester,837,520,779200000.0,940100000.0,1807884.6153846155,0.9960493827160494,0.5175305328474343,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E10000018,East Midlands,Leicestershire,FYE 2017,1.0,2017,Leicestershire,4621,2871,3822100000.0,5068500000.0,1765412.7481713688,0.9960493827160494,0.5053724073327588,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E10000019,East Midlands,Lincolnshire,FYE 2017,2.0,2017,Lincolnshire,8952,5563,3134000000.0,4202000000.0,755347.8339025705,0.9960493827160494,0.21622816170797932,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E10000021,East Midlands,Northamptonshire,FYE 2017,3.0,2017,Northamptonshire,4636,2881,4336400000.0,5745900000.0,1994411.6626171467,0.9960493827160494,0.5709263310766114,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E06000018,East Midlands,Nottingham,FYE 2017,9.0,2017,Nottingham,804,500,811000000.0,1005500000.0,2011000.0,0.9960493827160494,0.5756749588439729,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E10000024,East Midlands,Nottinghamshire,FYE 2017,1.0,2017,Nottinghamshire,4861,3020,3740200000.0,4868100000.0,1611953.642384106,0.9960493827160494,0.46144273830823596,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E06000017,East Midlands,Rutland,FYE 2017,1.0,2017,Rutland,559,347,324100000.0,439000000.0,1265129.6829971182,0.9960493827160494,0.3621598598665612,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E08000025,West Midlands,Birmingham,FYE 2017,5.0,2017,Birmingham,2558,1589,2963200000.0,3672000000.0,2310887.3505349276,0.9960493827160494,0.6615216212890364,Medium,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E08000026,West Midlands,Coventry,FYE 2017,1.0,2017,Coventry,911,566,1001800000.0,1224100000.0,2162720.848056537,0.9960493827160494,0.6191070289388112,Medium,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E08000027,West Midlands,Dudley,FYE 2017,3.0,2017,Dudley,1026,638,849200000.0,1073200000.0,1682131.6614420062,0.9960493827160494,0.48153211087556974,Medium,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E06000019,West Midlands,"Herefordshire, County of",FYE 2017,6.0,2017,"Herefordshire, County of",3349,2081,912000000.0,1236700000.0,594281.5953868333,0.9960493827160494,0.1701208517981332,Low,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E08000028,West Midlands,Sandwell,FYE 2017,4.0,2017,Sandwell,896,557,1006600000.0,1330000000.0,2387791.7414721726,0.9960493827160494,0.6835365054699012,Medium,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E06000051,West Midlands,Shropshire,FYE 2017,4.0,2017,Shropshire,5195,3228,1568900000.0,2098700000.0,650154.8946716232,0.9960493827160494,0.18611531190069333,Low,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E08000029,West Midlands,Solihull,FYE 2017,5.0,2017,Solihull,872,542,1221200000.0,1536000000.0,2833948.3394833948,0.9960493827160494,0.8112546462944051,High,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E10000028,West Midlands,Staffordshire,FYE 2017,3.0,2017,Staffordshire,6357,3950,4583700000.0,6042700000.0,1529797.4683544303,0.9960493827160494,0.4379244627720292,Medium,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E06000021,West Midlands,Stoke-on-Trent,FYE 2017,5.0,2017,Stoke-on-Trent,877,545,699900000.0,870000000.0,1596330.2752293579,0.9960493827160494,0.45697034584487745,Medium,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E06000020,West Midlands,Telford and Wrekin,FYE 2017,1.0,2017,Telford and Wrekin,1057,657,724400000.0,920200000.0,1400608.8280060883,0.9960493827160494,0.4009425307901094,Low,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E08000030,West Midlands,Walsall,FYE 2017,5.0,2017,Walsall,869,540,738700000.0,974300000.0,1804259.2592592593,0.9960493827160494,0.5164927274082204,Medium,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E10000031,West Midlands,Warwickshire,FYE 2017,2.0,2017,Warwickshire,4194,2606,4676200000.0,6092800000.0,2337989.255564083,0.9960493827160494,0.6692798948157654,Medium,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E08000031,West Midlands,Wolverhampton,FYE 2017,4.0,2017,Wolverhampton,773,480,582800000.0,731500000.0,1523958.3333333333,0.9960493827160494,0.43625293427230044,Medium,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E10000034,West Midlands,Worcestershire,FYE 2017,3.0,2017,Worcestershire,4261,2648,3403800000.0,4397200000.0,1660574.0181268882,0.9960493827160494,0.47536095452141575,Medium,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E06000055,East of England,Bedford,FYE 2017,2.0,2017,Bedford,931,578,675900000.0,858500000.0,1485294.1176470588,0.9960493827160494,0.42518479863136033,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E10000003,East of England,Cambridgeshire,FYE 2017,3.0,2017,Cambridgeshire,4800,2983,3737100000.0,5021100000.0,1683238.3506537043,0.9960493827160494,0.48184891508561317,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E06000056,East of England,Central Bedfordshire,FYE 2017,2.0,2017,Central Bedfordshire,1522,946,1561700000.0,2059200000.0,2176744.1860465114,0.9960493827160494,0.623121392200986,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E10000012,East of England,Essex,FYE 2017,2.0,2017,Essex,8247,5124,7392300000.0,9641500000.0,1881635.4410616707,0.9960493827160494,0.5386426678729678,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E10000015,East of England,Hertfordshire,FYE 2017,3.0,2017,Hertfordshire,5007,3111,5919100000.0,7540600000.0,2423850.8518161364,0.9960493827160494,0.6938588957549393,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E06000032,East of England,Luton,FYE 2017,3.0,2017,Luton,460,286,412800000.0,511200000.0,1787412.5874125874,0.9960493827160494,0.5116701480337844,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E10000020,East of England,Norfolk,FYE 2017,3.0,2017,Norfolk,10029,6232,4108400000.0,5321500000.0,853899.2297817715,0.9960493827160494,0.24443978317330756,Low,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E06000031,East of England,Peterborough,FYE 2017,1.0,2017,Peterborough,961,597,950700000.0,1211400000.0,2029145.7286432162,0.9960493827160494,0.5808694101566917,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E10000029,East of England,Suffolk,FYE 2017,2.0,2017,Suffolk,7040,4374,3129300000.0,4178800000.0,955372.6566072245,0.9960493827160494,0.2734878740790756,Low,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E06000034,East of England,Thurrock,FYE 2017,3.0,2017,Thurrock,596,370,817700000.0,1118500000.0,3022972.972972973,0.9960493827160494,0.8653654111400589,High,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000002,London,Barking and Dagenham,FYE 2017,6.0,2017,Barking and Dagenham,340,211,315200000.0,411500000.0,1950236.9668246445,0.9960493827160494,0.5582807486885986,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000003,London,Barnet,FYE 2017,5.0,2017,Barnet,763,474,870900000.0,1116200000.0,2354852.3206751053,0.9960493827160494,0.674107166975771,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000004,London,Bexley,FYE 2017,2.0,2017,Bexley,560,348,499900000.0,642000000.0,1844827.5862068965,0.9960493827160494,0.5281059397135162,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000005,London,Brent,FYE 2017,7.0,2017,Brent,487,303,486900000.0,619600000.0,2044884.488448845,0.9960493827160494,0.5853748352702474,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000006,London,Bromley,FYE 2017,2.0,2017,Bromley,906,563,717700000.0,901200000.0,1600710.4795737122,0.9960493827160494,0.4582242364245216,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000007,London,Camden,FYE 2017,10.0,2017,Camden,283,176,228900000.0,312600000.0,1776136.3636363635,0.9960493827160494,0.5084421820177262,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000001,London,City of London,FYE 2017,8.0,2017,City of London,55,34,65100000.0,95800000.0,2817647.0588235296,0.9960493827160494,0.8065881922551351,High,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000008,London,Croydon,FYE 2017,6.0,2017,Croydon,778,483,662700000.0,838300000.0,1735610.7660455487,0.9960493827160494,0.49684120154770145,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000009,London,Ealing,FYE 2017,6.0,2017,Ealing,588,365,660200000.0,850300000.0,2329589.0410958906,0.9960493827160494,0.6668752239464183,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000010,London,Enfield,FYE 2017,3.0,2017,Enfield,641,398,810100000.0,1093900000.0,2748492.462311558,0.9960493827160494,0.7867917877295753,High,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000011,London,Greenwich,FYE 2017,4.0,2017,Greenwich,503,313,569500000.0,745800000.0,2382747.603833866,0.9960493827160494,0.682092555331992,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000012,London,Hackney,FYE 2017,7.0,2017,Hackney,277,172,213900000.0,292500000.0,1700581.3953488371,0.9960493827160494,0.4868135876570203,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000013,London,Hammersmith and Fulham,FYE 2017,7.0,2017,Hammersmith and Fulham,221,137,236400000.0,323200000.0,2359124.0875912406,0.9960493827160494,0.6753300159283504,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000014,London,Haringey,FYE 2017,6.0,2017,Haringey,357,222,256600000.0,338700000.0,1525675.6756756757,0.9960493827160494,0.4367445458994755,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000015,London,Harrow,FYE 2017,5.0,2017,Harrow,474,295,332600000.0,406300000.0,1377288.1355932204,0.9960493827160494,0.39426667865436066,Low,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000016,London,Havering,FYE 2017,3.0,2017,Havering,661,411,806200000.0,1105700000.0,2690267.6399026765,0.9960493827160494,0.77012417348595,High,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000017,London,Hillingdon,FYE 2017,3.0,2017,Hillingdon,758,471,1211500000.0,1508000000.0,3201698.5138004245,0.9960493827160494,0.9165279264857626,High,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000018,London,Hounslow,FYE 2017,3.0,2017,Hounslow,499,310,836100000.0,1043400000.0,3365806.4516129033,0.9960493827160494,0.9635059624609829,High,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000019,London,Islington,FYE 2017,10.0,2017,Islington,238,148,175300000.0,248200000.0,1677027.027027027,0.9960493827160494,0.48007084274689904,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000020,London,Kensington and Chelsea,FYE 2017,4.0,2017,Kensington and Chelsea,205,127,225200000.0,312000000.0,2456692.9133858266,0.9960493827160494,0.7032603639013753,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000021,London,Kingston upon Thames,FYE 2017,6.0,2017,Kingston upon Thames,345,214,495800000.0,618200000.0,2888785.046728972,0.9960493827160494,0.8269523684161041,High,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000022,London,Lambeth,FYE 2017,6.0,2017,Lambeth,383,238,346500000.0,483500000.0,2031512.6050420168,0.9960493827160494,0.5815469593727376,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000023,London,Lewisham,FYE 2017,6.0,2017,Lewisham,457,284,370200000.0,488500000.0,1720070.4225352113,0.9960493827160494,0.4923925756845812,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000024,London,Merton,FYE 2017,6.0,2017,Merton,376,234,316400000.0,406400000.0,1736752.1367521368,0.9960493827160494,0.4971679337876521,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000025,London,Newham,FYE 2017,7.0,2017,Newham,427,265,453100000.0,591000000.0,2230188.679245283,0.9960493827160494,0.6384205749074204,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000026,London,Redbridge,FYE 2017,4.0,2017,Redbridge,533,331,585200000.0,744900000.0,2250453.172205438,0.9960493827160494,0.6442215501191715,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000027,London,Richmond upon Thames,FYE 2017,5.0,2017,Richmond upon Thames,415,258,436100000.0,544600000.0,2110852.7131782947,0.9960493827160494,0.6042590993458993,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000028,London,Southwark,FYE 2017,7.0,2017,Southwark,393,244,325500000.0,452600000.0,1854918.0327868853,0.9960493827160494,0.5309944615532239,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000029,London,Sutton,FYE 2017,7.0,2017,Sutton,432,268,361800000.0,453600000.0,1692537.3134328357,0.9960493827160494,0.48451086437212143,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000030,London,Tower Hamlets,FYE 2017,8.0,2017,Tower Hamlets,285,177,398800000.0,547700000.0,3094350.2824858758,0.9960493827160494,0.8857980962301802,High,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000031,London,Waltham Forest,FYE 2017,4.0,2017,Waltham Forest,426,265,380700000.0,495200000.0,1868679.2452830188,0.9960493827160494,0.534933787976573,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000032,London,Wandsworth,FYE 2017,7.0,2017,Wandsworth,437,272,368700000.0,488600000.0,1796323.5294117648,0.9960493827160494,0.5142210213150561,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E09000033,London,Westminster,FYE 2017,9.0,2017,Westminster,340,211,378000000.0,535000000.0,2535545.0236966824,0.9960493827160494,0.7258328081370602,High,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E06000036,South East,Bracknell Forest,FYE 2017,4.0,2017,Bracknell Forest,466,290,365500000.0,440800000.0,1520000.0,0.9960493827160494,0.4351198097676971,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E06000043,South East,Brighton and Hove,FYE 2017,11.0,2017,Brighton and Hove,625,388,648700000.0,812400000.0,2093814.4329896907,0.9960493827160494,0.5993816695864032,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E06000060,South East,Buckinghamshire,FYE 2017,4.0,2017,Buckinghamshire,3303,2052,3310000000.0,4117700000.0,2006676.4132553607,0.9960493827160494,0.5744372757901298,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E10000011,South East,East Sussex,FYE 2017,5.0,2017,East Sussex,3411,2119,2136600000.0,2707600000.0,1277772.534214252,0.9960493827160494,0.36577904079848256,Low,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E10000014,South East,Hampshire,FYE 2017,3.0,2017,Hampshire,8942,5556,7784800000.0,9785500000.0,1761249.1000719944,0.9960493827160494,0.5041805088005618,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E06000046,South East,Isle of Wight,FYE 2017,5.0,2017,Isle of Wight,882,548,325900000.0,412400000.0,752554.7445255475,0.9960493827160494,0.2154286034721935,Low,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E10000016,South East,Kent,FYE 2017,3.0,2017,Kent,9190,5710,7170200000.0,9446500000.0,1654378.2837127845,0.9960493827160494,0.47358734479797104,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E06000035,South East,Medway,FYE 2017,2.0,2017,Medway,856,532,690300000.0,873900000.0,1642669.1729323308,0.9960493827160494,0.4702354592352474,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E06000042,South East,Milton Keynes,FYE 2017,1.0,2017,Milton Keynes,1274,792,1242200000.0,1568500000.0,1980429.292929293,0.9960493827160494,0.5669236955248479,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E10000025,South East,Oxfordshire,FYE 2017,4.0,2017,Oxfordshire,4747,2950,3805900000.0,4891000000.0,1657966.1016949152,0.9960493827160494,0.47461440445446174,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E06000044,South East,Portsmouth,FYE 2017,5.0,2017,Portsmouth,457,284,615100000.0,763100000.0,2686971.8309859154,0.9960493827160494,0.7691807052301002,High,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E06000038,South East,Reading,FYE 2017,6.0,2017,Reading,402,250,308100000.0,373300000.0,1493200.0,0.9960493827160494,0.427447960490214,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E06000039,South East,Slough,FYE 2017,7.0,2017,Slough,320,199,412900000.0,511300000.0,2569346.7336683418,0.9960493827160494,0.7355089881454097,High,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E06000045,South East,Southampton,FYE 2017,3.0,2017,Southampton,581,361,515700000.0,634100000.0,1756509.6952908586,0.9960493827160494,0.5028237924145224,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E10000030,South East,Surrey,FYE 2017,4.0,2017,Surrey,5564,3457,6927600000.0,8659100000.0,2504801.8513161703,0.9960493827160494,0.7170321743753075,High,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E06000037,South East,West Berkshire,FYE 2017,3.0,2017,West Berkshire,1419,882,1544000000.0,1972000000.0,2235827.664399093,0.9960493827160494,0.6400348078991367,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E10000032,South East,West Sussex,FYE 2017,5.0,2017,West Sussex,4293,2668,3572500000.0,4473100000.0,1676574.2128935533,0.9960493827160494,0.4799412187997825,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E06000040,South East,Windsor and Maidenhead,FYE 2017,5.0,2017,Windsor and Maidenhead,689,428,930300000.0,1137500000.0,2657710.2803738317,0.9960493827160494,0.7608042050091544,High,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E06000041,South East,Wokingham,FYE 2017,4.0,2017,Wokingham,759,472,844000000.0,1035200000.0,2193220.338983051,0.9960493827160494,0.6278379057085193,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
E06000022,South West,Bath and North East Somerset,FYE 2017,5.0,2017,Bath and North East Somerset,1065,662,624200000.0,781000000.0,1179758.3081570996,0.9960493827160494,0.3377211911955114,Low,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E06000028,South West,Bournemouth,FYE 2017,4.0,2017,Bournemouth,520,323,448100000.0,541700000.0,1677089.7832817337,0.9960493827160494,0.48008880754269495,Medium,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E06000023,South West,"Bristol, City of",FYE 2017,4.0,2017,"Bristol, City of",1156,718,1219000000.0,1515200000.0,2110306.406685237,0.9960493827160494,0.60410271199239,Medium,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E06000052,South West,Cornwall,FYE 2017,1.0,2017,Cornwall excluding Isles of Scilly,7442,4624,2672700000.0,3481800000.0,752984.4290657439,0.9960493827160494,0.21555160627179243,Low,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E10000008,South West,Devon,FYE 2017,3.0,2017,Devon,13027,8095,4491600000.0,5801600000.0,716689.3143915997,0.9960493827160494,0.20516165667145667,Low,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E10000013,South West,Gloucestershire,FYE 2017,2.0,2017,Gloucestershire,5604,3482,3434200000.0,4383900000.0,1259017.805858702,0.9960493827160494,0.3604102553811722,Low,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E06000024,South West,North Somerset,FYE 2017,1.0,2017,North Somerset,1174,729,1276900000.0,1607000000.0,2204389.5747599453,0.9960493827160494,0.6310352450154224,Medium,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E06000026,South West,Plymouth,FYE 2017,2.0,2017,Plymouth,835,519,765800000.0,934800000.0,1801156.069364162,0.9960493827160494,0.5156043988576757,Medium,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E06000029,South West,Poole,FYE 2017,4.0,2017,Poole,540,336,456600000.0,562400000.0,1673809.5238095238,0.9960493827160494,0.4791497905179998,Medium,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E06000066,South West,Somerset,FYE 2017,3.0,2017,Somerset,6816,4235,3575800000.0,4610100000.0,1088571.4285714286,0.9960493827160494,0.3116177584990462,Low,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E06000025,South West,South Gloucestershire,FYE 2017,2.0,2017,South Gloucestershire,1569,975,2044400000.0,2624200000.0,2691487.1794871795,0.9960493827160494,0.7704732825859586,High,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E06000030,South West,Swindon,FYE 2017,2.0,2017,Swindon,916,569,1081400000.0,1349700000.0,2372056.239015817,0.9960493827160494,0.6790320128150272,Medium,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E06000027,South West,Torbay,FYE 2017,2.0,2017,Torbay,528,328,356700000.0,434200000.0,1323780.487804878,0.9960493827160494,0.37894941712358404,Low,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E06000054,South West,Wiltshire,FYE 2017,4.0,2017,Wiltshire,4808,2988,3031900000.0,3869700000.0,1295080.3212851405,0.9960493827160494,0.3707336204154463,Low,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
E06000047,North East,County Durham,FYE 2018,3.0,2018,Durham,3725,2315,2037800000.0,2680900000.0,1158056.1555075594,0.9965432098765432,0.3315086671610262,Low,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E06000005,North East,Darlington,FYE 2018,1.0,2018,Darlington,553,344,399700000.0,511700000.0,1487500.0,0.9965432098765432,0.4258162612035851,Medium,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E08000037,North East,Gateshead,FYE 2018,1.0,2018,Gateshead,909,565,841200000.0,1067300000.0,1889026.5486725664,0.9965432098765432,0.5407584687529845,Medium,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E06000001,North East,Hartlepool,FYE 2018,2.0,2018,Hartlepool,408,254,316400000.0,397000000.0,1562992.125984252,0.9965432098765432,0.44742686613597116,Medium,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E06000002,North East,Middlesbrough,FYE 2018,1.0,2018,Middlesbrough,530,329,601900000.0,742100000.0,2255623.100303951,0.9965432098765432,0.6457015094157095,Medium,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E08000021,North East,Newcastle upon Tyne,FYE 2018,2.0,2018,Newcastle upon Tyne,982,610,889800000.0,1085900000.0,1780163.9344262294,0.9965432098765432,0.5095951266466159,Medium,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E08000022,North East,North Tyneside,FYE 2018,2.0,2018,North Tyneside,804,500,658500000.0,796000000.0,1592000.0,0.9965432098765432,0.4557307481251143,Medium,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E06000057,North East,Northumberland,FYE 2018,3.0,2018,Northumberland,5157,3204,1494500000.0,1948600000.0,608177.2784019975,0.9965432098765432,0.1740986721600743,Low,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E06000003,North East,Redcar and Cleveland,FYE 2018,1.0,2018,Redcar and Cleveland,685,426,468600000.0,581000000.0,1363849.765258216,0.9965432098765432,0.3904197700071535,Low,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E08000023,North East,South Tyneside,FYE 2018,1.0,2018,South Tyneside,565,351,381000000.0,468500000.0,1334757.8347578347,0.9965432098765432,0.3820918257537976,Low,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E06000004,North East,Stockton-on-Tees,FYE 2018,1.0,2018,Stockton-on-Tees,884,549,699500000.0,882400000.0,1607285.9744990892,0.9965432098765432,0.46010655754363905,Medium,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E08000024,North East,Sunderland,FYE 2018,1.0,2018,Sunderland,1165,724,858000000.0,1070900000.0,1479143.6464088398,0.9965432098765432,0.4234241460819159,Medium,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E06000009,North West,Blackpool,FYE 2018,2.0,2018,Blackpool,456,283,278300000.0,331800000.0,1172438.1625441697,0.9965432098765432,0.33562570411224174,Low,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E08000001,North West,Bolton,FYE 2018,3.0,2018,Bolton,996,619,1020100000.0,1269200000.0,2050403.8772213247,0.9965432098765432,0.586954832239139,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E08000002,North West,Bury,FYE 2018,7.0,2018,Bury,683,424,787000000.0,1008700000.0,2379009.433962264,0.9965432098765432,0.6810224554876428,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E06000049,North West,Cheshire East,FYE 2018,3.0,2018,East Cheshire,2885,1793,2247300000.0,2912300000.0,1624261.015058561,0.9965432098765432,0.4649658841351103,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E06000050,North West,Cheshire West and Chester,FYE 2018,1.0,2018,West Cheshire,2439,1516,2009000000.0,2535300000.0,1672361.4775725594,0.9965432098765432,0.47873526841065583,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E10000006,North West,Cumbria,FYE 2018,3.0,2018,Cumbria,8068,5013,2873800000.0,3846800000.0,767364.8513863954,0.9965432098765432,0.21966818957741152,Low,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E06000006,North West,Halton,FYE 2018,0.0,2018,Halton,595,370,532600000.0,681000000.0,1840540.5405405406,0.9965432098765432,0.5268787170195621,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E08000011,North West,Knowsley,FYE 2018,1.0,2018,Knowsley,587,365,775500000.0,978900000.0,2681917.808219178,0.9965432098765432,0.7677339253453473,High,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E10000017,North West,Lancashire,FYE 2018,2.0,2018,Lancashire,7040,4374,5644600000.0,7138100000.0,1631938.728852309,0.9965432098765432,0.46716372977023296,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E08000012,North West,Liverpool,FYE 2018,6.0,2018,Liverpool,1435,892,1139900000.0,1390800000.0,1559192.8251121077,0.9965432098765432,0.44633926674601215,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
